,index,vehicle_id,p_start,p_temp,p_end,pre_routes,freq,label,regions
9445,14542,100000025,"(106.738, 10.8014)","(106.736, 10.8026)","(106.734, 10.8024)","('song_hành_xa_lộ_hà_nội', 'nguyễn_duy_hiệu', 'nguyễn_duy_hiệu')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2')"
9446,14944,100000025,"(106.738, 10.8014)","(106.734, 10.8034)","(106.68799999999999, 10.7858)","('song_hành_xa_lộ_hà_nội', 'số_39', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_3')"
9447,14992,100000025,"(106.738, 10.8014)","(106.73200000000001, 10.8028)","(106.73299999999999, 10.8023)","('song_hành_xa_lộ_hà_nội', 'quốc_hương', 'quốc_hương')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2')"
9448,15369,100000025,"(106.738, 10.8014)","(106.73299999999999, 10.8007)","(106.68799999999999, 10.7858)","('song_hành_xa_lộ_hà_nội', 'trần_não', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_3')"
9449,15451,100000025,"(106.738, 10.8014)","(106.73200000000001, 10.8)","(106.68799999999999, 10.7858)","('song_hành_xa_lộ_hà_nội', 'empty', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_3')"
9450,15476,100000025,"(106.738, 10.8014)","(106.73200000000001, 10.8)","(106.61200000000001, 10.8196)","('song_hành_xa_lộ_hà_nội', 'empty', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân')"
9451,15900,100000025,"(106.738, 10.8014)","(106.721, 10.7981)","(106.711, 10.8015)","('song_hành_xa_lộ_hà_nội', 'điện_biên_phủ', 'ngã_tư_hàng_xanh')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_21_quận_bình_thạnh')"
9452,16382,100000025,"(106.738, 10.8014)","(106.713, 10.8014)","(106.61200000000001, 10.8196)","('song_hành_xa_lộ_hà_nội', 'cầu_vượt_ngã_tư_hàng_xanh', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân')"
9453,16406,100000025,"(106.738, 10.8014)","(106.711, 10.8015)","(106.708, 10.8005)","('song_hành_xa_lộ_hà_nội', 'ngã_tư_hàng_xanh', 'điện_biên_phủ')",12,True,"('phường_thảo_điền_quận_2', 'phường_21_quận_bình_thạnh', 'phường_15_quận_bình_thạnh')"
9454,16426,100000025,"(106.738, 10.8014)","(106.711, 10.8015)","(106.68799999999999, 10.7858)","('song_hành_xa_lộ_hà_nội', 'ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_21_quận_bình_thạnh', 'phường_8_quận_3')"
9455,16929,100000025,"(106.738, 10.8014)","(106.697, 10.7906)","(106.697, 10.7911)","('song_hành_xa_lộ_hà_nội', 'đinh_tiên_hoàng', 'đinh_tiên_hoàng')",12,True,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_đa_kao_quận_1')"
9456,17698,100000025,"(106.738, 10.8014)","(106.68799999999999, 10.7858)","(106.68299999999999, 10.7908)","('song_hành_xa_lộ_hà_nội', 'nam_kỳ_khởi_nghĩa', 'empty')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_8_quận_3')"
9457,17699,100000025,"(106.738, 10.8014)","(106.68799999999999, 10.7858)","(106.682, 10.7915)","('song_hành_xa_lộ_hà_nội', 'nam_kỳ_khởi_nghĩa', 'cầu_công_lý')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_12_quận_phú_nhuận')"
9458,17727,100000025,"(106.738, 10.8014)","(106.68799999999999, 10.7858)","(106.624, 10.8153)","('song_hành_xa_lộ_hà_nội', 'nam_kỳ_khởi_nghĩa', 'tây_thạnh')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9459,18521,100000025,"(106.738, 10.8014)","(106.667, 10.8005)","(106.61200000000001, 10.8196)","('song_hành_xa_lộ_hà_nội', 'phan_đình_giót', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_bình_hưng_hòa_quận_bình_tân')"
9460,18569,100000025,"(106.738, 10.8014)","(106.61200000000001, 10.8196)","(106.61200000000001, 10.8183)","('song_hành_xa_lộ_hà_nội', 'm14', 'số_18')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_bình_hưng_hòa_quận_bình_tân')"
9461,18575,100000025,"(106.738, 10.8014)","(106.61200000000001, 10.8196)","(106.62299999999999, 10.8163)","('song_hành_xa_lộ_hà_nội', 'm14', 'cn2')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9462,18587,100000025,"(106.738, 10.8014)","(106.61200000000001, 10.8196)","(106.633, 10.8123)","('song_hành_xa_lộ_hà_nội', 'm14', 'trường_chinh')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9463,18667,100000025,"(106.738, 10.8014)","(106.613, 10.8176)","(106.615, 10.8182)","('song_hành_xa_lộ_hà_nội', 'cn1', 'cn1')",12,True,"('phường_thảo_điền_quận_2', 'phường_tây_thạnh_quận_tân_phú', 'phường_tây_thạnh_quận_tân_phú')"
9464,18805,100000025,"(106.738, 10.8014)","(106.62799999999999, 10.8119)","(106.62899999999999, 10.8121)","('song_hành_xa_lộ_hà_nội', 'chế_lan_viên', 'chế_lan_viên')",12,True,"('phường_thảo_điền_quận_2', 'phường_tây_thạnh_quận_tân_phú', 'phường_tây_thạnh_quận_tân_phú')"
9465,23301,100000025,"(106.736, 10.8022)","(106.736, 10.8027)","(106.721, 10.7981)","('nguyễn_bá_lân', 'nguyễn_bá_lân', 'điện_biên_phủ')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
9466,23339,100000025,"(106.736, 10.8022)","(106.736, 10.8027)","(106.681, 10.7926)","('nguyễn_bá_lân', 'nguyễn_bá_lân', 'nguyễn_văn_trỗi')",14,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận')"
9467,23378,100000025,"(106.736, 10.8022)","(106.736, 10.8026)","(106.734, 10.8024)","('nguyễn_bá_lân', 'nguyễn_duy_hiệu', 'nguyễn_duy_hiệu')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2')"
9468,23780,100000025,"(106.736, 10.8022)","(106.734, 10.8034)","(106.68799999999999, 10.7858)","('nguyễn_bá_lân', 'số_39', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_3')"
9469,23828,100000025,"(106.736, 10.8022)","(106.73200000000001, 10.8028)","(106.73299999999999, 10.8023)","('nguyễn_bá_lân', 'quốc_hương', 'quốc_hương')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2')"
9470,24205,100000025,"(106.736, 10.8022)","(106.73299999999999, 10.8007)","(106.68799999999999, 10.7858)","('nguyễn_bá_lân', 'trần_não', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_3')"
9471,24287,100000025,"(106.736, 10.8022)","(106.73200000000001, 10.8)","(106.68799999999999, 10.7858)","('nguyễn_bá_lân', 'empty', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_3')"
9472,24312,100000025,"(106.736, 10.8022)","(106.73200000000001, 10.8)","(106.61200000000001, 10.8196)","('nguyễn_bá_lân', 'empty', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân')"
9473,24736,100000025,"(106.736, 10.8022)","(106.721, 10.7981)","(106.711, 10.8015)","('nguyễn_bá_lân', 'điện_biên_phủ', 'ngã_tư_hàng_xanh')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_21_quận_bình_thạnh')"
9474,25218,100000025,"(106.736, 10.8022)","(106.713, 10.8014)","(106.61200000000001, 10.8196)","('nguyễn_bá_lân', 'cầu_vượt_ngã_tư_hàng_xanh', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân')"
9475,25242,100000025,"(106.736, 10.8022)","(106.711, 10.8015)","(106.708, 10.8005)","('nguyễn_bá_lân', 'ngã_tư_hàng_xanh', 'điện_biên_phủ')",12,True,"('phường_thảo_điền_quận_2', 'phường_21_quận_bình_thạnh', 'phường_15_quận_bình_thạnh')"
9476,25262,100000025,"(106.736, 10.8022)","(106.711, 10.8015)","(106.68799999999999, 10.7858)","('nguyễn_bá_lân', 'ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_21_quận_bình_thạnh', 'phường_8_quận_3')"
9477,25765,100000025,"(106.736, 10.8022)","(106.697, 10.7906)","(106.697, 10.7911)","('nguyễn_bá_lân', 'đinh_tiên_hoàng', 'đinh_tiên_hoàng')",12,True,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_đa_kao_quận_1')"
9478,26534,100000025,"(106.736, 10.8022)","(106.68799999999999, 10.7858)","(106.68299999999999, 10.7908)","('nguyễn_bá_lân', 'nam_kỳ_khởi_nghĩa', 'empty')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_8_quận_3')"
9479,26535,100000025,"(106.736, 10.8022)","(106.68799999999999, 10.7858)","(106.682, 10.7915)","('nguyễn_bá_lân', 'nam_kỳ_khởi_nghĩa', 'cầu_công_lý')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_12_quận_phú_nhuận')"
9480,26563,100000025,"(106.736, 10.8022)","(106.68799999999999, 10.7858)","(106.624, 10.8153)","('nguyễn_bá_lân', 'nam_kỳ_khởi_nghĩa', 'tây_thạnh')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9481,27357,100000025,"(106.736, 10.8022)","(106.667, 10.8005)","(106.61200000000001, 10.8196)","('nguyễn_bá_lân', 'phan_đình_giót', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_bình_hưng_hòa_quận_bình_tân')"
9482,27405,100000025,"(106.736, 10.8022)","(106.61200000000001, 10.8196)","(106.61200000000001, 10.8183)","('nguyễn_bá_lân', 'm14', 'số_18')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_bình_hưng_hòa_quận_bình_tân')"
9483,27411,100000025,"(106.736, 10.8022)","(106.61200000000001, 10.8196)","(106.62299999999999, 10.8163)","('nguyễn_bá_lân', 'm14', 'cn2')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9484,27423,100000025,"(106.736, 10.8022)","(106.61200000000001, 10.8196)","(106.633, 10.8123)","('nguyễn_bá_lân', 'm14', 'trường_chinh')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9485,27503,100000025,"(106.736, 10.8022)","(106.613, 10.8176)","(106.615, 10.8182)","('nguyễn_bá_lân', 'cn1', 'cn1')",12,True,"('phường_thảo_điền_quận_2', 'phường_tây_thạnh_quận_tân_phú', 'phường_tây_thạnh_quận_tân_phú')"
9486,27641,100000025,"(106.736, 10.8022)","(106.62799999999999, 10.8119)","(106.62899999999999, 10.8121)","('nguyễn_bá_lân', 'chế_lan_viên', 'chế_lan_viên')",12,True,"('phường_thảo_điền_quận_2', 'phường_tây_thạnh_quận_tân_phú', 'phường_tây_thạnh_quận_tân_phú')"
9487,31954,100000025,"(106.736, 10.8026)","(106.734, 10.8024)","(106.713, 10.8014)","('nguyễn_duy_hiệu', 'nguyễn_duy_hiệu', 'cầu_vượt_ngã_tư_hàng_xanh')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
9488,32000,100000025,"(106.736, 10.8026)","(106.734, 10.8024)","(106.667, 10.8005)","('nguyễn_duy_hiệu', 'nguyễn_duy_hiệu', 'phan_đình_giót')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận')"
9489,32005,100000025,"(106.736, 10.8026)","(106.734, 10.8024)","(106.61200000000001, 10.8183)","('nguyễn_duy_hiệu', 'nguyễn_duy_hiệu', 'số_18')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân')"
9490,32011,100000025,"(106.736, 10.8026)","(106.734, 10.8024)","(106.62299999999999, 10.8163)","('nguyễn_duy_hiệu', 'nguyễn_duy_hiệu', 'cn2')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_tây_thạnh_quận_tân_phú')"
9491,32023,100000025,"(106.736, 10.8026)","(106.734, 10.8024)","(106.633, 10.8123)","('nguyễn_duy_hiệu', 'nguyễn_duy_hiệu', 'trường_chinh')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_tây_thạnh_quận_tân_phú')"
9492,32269,100000025,"(106.736, 10.8026)","(106.734, 10.8034)","(106.61200000000001, 10.8196)","('nguyễn_duy_hiệu', 'số_39', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân')"
9493,32694,100000025,"(106.736, 10.8026)","(106.73299999999999, 10.8007)","(106.61200000000001, 10.8196)","('nguyễn_duy_hiệu', 'trần_não', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân')"
9494,33751,100000025,"(106.736, 10.8026)","(106.711, 10.8015)","(106.61200000000001, 10.8196)","('nguyễn_duy_hiệu', 'ngã_tư_hàng_xanh', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_21_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân')"
9495,35356,100000025,"(106.736, 10.8026)","(106.682, 10.7915)","(106.61200000000001, 10.8196)","('nguyễn_duy_hiệu', 'cầu_công_lý', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_12_quận_phú_nhuận', 'phường_bình_hưng_hòa_quận_bình_tân')"
9496,35867,100000025,"(106.736, 10.8026)","(106.61200000000001, 10.8196)","(106.61200000000001, 10.8195)","('nguyễn_duy_hiệu', 'm14', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_bình_hưng_hòa_quận_bình_tân')"
9497,35877,100000025,"(106.736, 10.8026)","(106.61200000000001, 10.8196)","(106.624, 10.8153)","('nguyễn_duy_hiệu', 'm14', 'tây_thạnh')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9498,48200,100000025,"(106.734, 10.8034)","(106.73200000000001, 10.8028)","(106.61200000000001, 10.8196)","('số_39', 'quốc_hương', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân')"
9499,48484,100000025,"(106.734, 10.8034)","(106.73299999999999, 10.8007)","(106.721, 10.7981)","('số_39', 'trần_não', 'điện_biên_phủ')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
9500,48522,100000025,"(106.734, 10.8034)","(106.73299999999999, 10.8007)","(106.681, 10.7926)","('số_39', 'trần_não', 'nguyễn_văn_trỗi')",14,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận')"
9501,49043,100000025,"(106.734, 10.8034)","(106.721, 10.7981)","(106.713, 10.8014)","('số_39', 'điện_biên_phủ', 'cầu_vượt_ngã_tư_hàng_xanh')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
9502,49074,100000025,"(106.734, 10.8034)","(106.721, 10.7981)","(106.682, 10.7915)","('số_39', 'điện_biên_phủ', 'cầu_công_lý')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_12_quận_phú_nhuận')"
9503,49102,100000025,"(106.734, 10.8034)","(106.721, 10.7981)","(106.624, 10.8153)","('số_39', 'điện_biên_phủ', 'tây_thạnh')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
9504,49481,100000025,"(106.734, 10.8034)","(106.713, 10.8014)","(106.708, 10.8005)","('số_39', 'cầu_vượt_ngã_tư_hàng_xanh', 'điện_biên_phủ')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_15_quận_bình_thạnh')"
9505,49501,100000025,"(106.734, 10.8034)","(106.713, 10.8014)","(106.68799999999999, 10.7858)","('số_39', 'cầu_vượt_ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_3')"
9506,49579,100000025,"(106.734, 10.8034)","(106.711, 10.8015)","(106.681, 10.7926)","('số_39', 'ngã_tư_hàng_xanh', 'nguyễn_văn_trỗi')",14,True,"('phường_thảo_điền_quận_2', 'phường_21_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
9507,50111,100000025,"(106.734, 10.8034)","(106.697, 10.7906)","(106.61200000000001, 10.8196)","('số_39', 'đinh_tiên_hoàng', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_bình_hưng_hòa_quận_bình_tân')"
9508,50858,100000025,"(106.734, 10.8034)","(106.68799999999999, 10.7858)","(106.667, 10.8005)","('số_39', 'nam_kỳ_khởi_nghĩa', 'phan_đình_giót')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_8_quận_phú_nhuận')"
9509,50863,100000025,"(106.734, 10.8034)","(106.68799999999999, 10.7858)","(106.61200000000001, 10.8183)","('số_39', 'nam_kỳ_khởi_nghĩa', 'số_18')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_bình_hưng_hòa_quận_bình_tân')"
9510,50869,100000025,"(106.734, 10.8034)","(106.68799999999999, 10.7858)","(106.62299999999999, 10.8163)","('số_39', 'nam_kỳ_khởi_nghĩa', 'cn2')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9511,50881,100000025,"(106.734, 10.8034)","(106.68799999999999, 10.7858)","(106.633, 10.8123)","('số_39', 'nam_kỳ_khởi_nghĩa', 'trường_chinh')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9512,51184,100000025,"(106.734, 10.8034)","(106.682, 10.7915)","(106.681, 10.7926)","('số_39', 'cầu_công_lý', 'nguyễn_văn_trỗi')",14,True,"('phường_thảo_điền_quận_2', 'phường_12_quận_phú_nhuận', 'phường_8_quận_phú_nhuận')"
9513,51249,100000025,"(106.734, 10.8034)","(106.681, 10.7926)","(106.624, 10.8153)","('số_39', 'nguyễn_văn_trỗi', 'tây_thạnh')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
9514,51715,100000025,"(106.734, 10.8034)","(106.61200000000001, 10.8196)","(106.613, 10.8176)","('số_39', 'm14', 'cn1')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9515,51727,100000025,"(106.734, 10.8034)","(106.61200000000001, 10.8196)","(106.62799999999999, 10.8119)","('số_39', 'm14', 'chế_lan_viên')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9516,51964,100000025,"(106.73200000000001, 10.8028)","(106.73299999999999, 10.8023)","(106.73299999999999, 10.8018)","('quốc_hương', 'quốc_hương', 'quốc_hương')",14,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2')"
9517,51979,100000025,"(106.73200000000001, 10.8028)","(106.73299999999999, 10.8023)","(106.713, 10.8014)","('quốc_hương', 'quốc_hương', 'cầu_vượt_ngã_tư_hàng_xanh')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
9518,52025,100000025,"(106.73200000000001, 10.8028)","(106.73299999999999, 10.8023)","(106.667, 10.8005)","('quốc_hương', 'quốc_hương', 'phan_đình_giót')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận')"
9519,52030,100000025,"(106.73200000000001, 10.8028)","(106.73299999999999, 10.8023)","(106.61200000000001, 10.8183)","('quốc_hương', 'quốc_hương', 'số_18')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân')"
9520,52036,100000025,"(106.73200000000001, 10.8028)","(106.73299999999999, 10.8023)","(106.62299999999999, 10.8163)","('quốc_hương', 'quốc_hương', 'cn2')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_tây_thạnh_quận_tân_phú')"
9521,52048,100000025,"(106.73200000000001, 10.8028)","(106.73299999999999, 10.8023)","(106.633, 10.8123)","('quốc_hương', 'quốc_hương', 'trường_chinh')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_tây_thạnh_quận_tân_phú')"
9522,52279,100000025,"(106.73200000000001, 10.8028)","(106.73299999999999, 10.8007)","(106.61200000000001, 10.8196)","('quốc_hương', 'trần_não', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân')"
9523,53336,100000025,"(106.73200000000001, 10.8028)","(106.711, 10.8015)","(106.61200000000001, 10.8196)","('quốc_hương', 'ngã_tư_hàng_xanh', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_21_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân')"
9524,54941,100000025,"(106.73200000000001, 10.8028)","(106.682, 10.7915)","(106.61200000000001, 10.8196)","('quốc_hương', 'cầu_công_lý', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_12_quận_phú_nhuận', 'phường_bình_hưng_hòa_quận_bình_tân')"
9525,55452,100000025,"(106.73200000000001, 10.8028)","(106.61200000000001, 10.8196)","(106.61200000000001, 10.8195)","('quốc_hương', 'm14', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_bình_hưng_hòa_quận_bình_tân')"
9526,55462,100000025,"(106.73200000000001, 10.8028)","(106.61200000000001, 10.8196)","(106.624, 10.8153)","('quốc_hương', 'm14', 'tây_thạnh')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9527,66538,100000025,"(106.73299999999999, 10.8007)","(106.73100000000001, 10.7996)","(106.68299999999999, 10.7908)","('trần_não', 'cầu_sài_gòn_1', 'empty')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_3')"
9528,66898,100000025,"(106.73299999999999, 10.8007)","(106.721, 10.7981)","(106.713, 10.8014)","('trần_não', 'điện_biên_phủ', 'cầu_vượt_ngã_tư_hàng_xanh')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
9529,66929,100000025,"(106.73299999999999, 10.8007)","(106.721, 10.7981)","(106.682, 10.7915)","('trần_não', 'điện_biên_phủ', 'cầu_công_lý')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_12_quận_phú_nhuận')"
9530,66957,100000025,"(106.73299999999999, 10.8007)","(106.721, 10.7981)","(106.624, 10.8153)","('trần_não', 'điện_biên_phủ', 'tây_thạnh')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
9531,67336,100000025,"(106.73299999999999, 10.8007)","(106.713, 10.8014)","(106.708, 10.8005)","('trần_não', 'cầu_vượt_ngã_tư_hàng_xanh', 'điện_biên_phủ')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_15_quận_bình_thạnh')"
9532,67356,100000025,"(106.73299999999999, 10.8007)","(106.713, 10.8014)","(106.68799999999999, 10.7858)","('trần_não', 'cầu_vượt_ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_3')"
9533,67434,100000025,"(106.73299999999999, 10.8007)","(106.711, 10.8015)","(106.681, 10.7926)","('trần_não', 'ngã_tư_hàng_xanh', 'nguyễn_văn_trỗi')",14,True,"('phường_thảo_điền_quận_2', 'phường_21_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
9534,67966,100000025,"(106.73299999999999, 10.8007)","(106.697, 10.7906)","(106.61200000000001, 10.8196)","('trần_não', 'đinh_tiên_hoàng', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_bình_hưng_hòa_quận_bình_tân')"
9535,68713,100000025,"(106.73299999999999, 10.8007)","(106.68799999999999, 10.7858)","(106.667, 10.8005)","('trần_não', 'nam_kỳ_khởi_nghĩa', 'phan_đình_giót')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_8_quận_phú_nhuận')"
9536,68718,100000025,"(106.73299999999999, 10.8007)","(106.68799999999999, 10.7858)","(106.61200000000001, 10.8183)","('trần_não', 'nam_kỳ_khởi_nghĩa', 'số_18')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_bình_hưng_hòa_quận_bình_tân')"
9537,68724,100000025,"(106.73299999999999, 10.8007)","(106.68799999999999, 10.7858)","(106.62299999999999, 10.8163)","('trần_não', 'nam_kỳ_khởi_nghĩa', 'cn2')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
